YEAR,B_WAE-Y,C_WAE-Y,B_WAE-A,C_WAE-A,B_YEP-A,C_YEP-A,B_RAT-A,C_RAT-A,B_LWF,C_LWF,B_BUT,C_BUT,B_WHP,C_WHP,B_WHB,C_WHB,B_SMB,C_SMB,B_LKT,C_LKT,B_RAS,C_RAS,B_SUK,C_SUK,B_CAT,C_CAT,B_PanF,C_PanF
16,1.06877173487645,1.06877,2.16916875199553,0.50022,1.63417463417307,0.30873,1.19584898959611,1,1.44013371670697,1.44013,0.950329103273792,0.95033,3.25024874817174,3.25025,1.82944803303701,1.82945,1.94789046754222,1.94789,0.571961933138789,0.57196,0.863427422206397,0.86343,1.35966646344654,1.35967,1.24229379966468,1.24229,1.7278059477594,1.72781
17,0.905682573843367,0.90568,2.22829959569378,0.50767,1.7363510059996,0.31237,1.31032919098776,1,1.3945403546607,1.39454,0.95638661834844,0.95639,3.41105072409375,3.41105,1.84580485970976,1.8458,2.00925122165984,2.00925,0.627268810922815,0.62727,0.871182899488965,0.87118,1.3503951536259,1.3504,1.31729613557381,1.3173,1.68452104945395,1.68452
18,0.747984042190513,0.74798,2.24681665434687,0.50996,1.65707624150252,0.30955,1.3632590048819,1,1.33157877340731,1.33158,0.961284352883573,0.96128,3.35227942238316,3.35228,1.80339356359113,1.80339,1.96970150796295,1.9697,0.663077503425907,0.66308,0.682033868024134,0.68203,1.30321705369757,1.30322,1.34910524986929,1.34911,1.55887075972581,1.55887
19,0.326662628894681,0.32666,2.03923142845639,0.48336,1.16633746482622,0.29081,1.06558738750809,1,0.984316639336991,0.98432,0.918014935915353,0.91801,2.61956285602127,2.61956,1.29588611495137,1.29589,1.83815224523108,1.83815,0.593982725038227,0.59398,0.378284384456292,0.37828,1.03090900545044,1.03091,1.11701175146657,1.11701,0.782970925144214,0.78297
20,0.633219929108958,0.63322,1.69043555609635,0.43482,0.883821722233746,0.27871,0.70336543808742,1,0.924247539453032,0.92425,0.822186102554743,0.82219,2.13396206514108,2.13396,0.796589298375109,0.79659,1.52652145869884,1.52652,0.429072988736849,0.42907,0.430756217967249,0.43076,0.942404586933798,0.9424,0.884464147767217,0.88446,0.792252179609602,0.79225
21,0.860138345369727,0.86014,1.5419885972526,0.41245,0.79810629038381,0.27478,0.604066736626376,1,1.06263174231168,1.06263,0.763609717692278,0.76361,1.86662991337568,1.86663,0.543364077633158,0.54336,1.36545263133468,1.36545,0.397025891508506,0.39703,0.600466680975818,0.60047,0.999255797553814,0.99926,0.77926749690972,0.77927,0.955233572415527,0.95523
22,0.8033793034243,0.80338,1.53297471567163,0.41106,0.794545274874079,0.27462,0.660734982408039,1,1.14173653468597,1.14174,0.74243922240017,0.74244,1.70716550671356,1.70717,0.425089955268373,0.42509,1.31032463781452,1.31032,0.460003858807217,0.46,0.753789960682919,0.75379,1.04699237255238,1.04699,0.802242807281529,0.80224,1.05572720986795,1.05573
23,0.691095682859135,0.6911,1.59898506688558,0.42118,0.859524317364402,0.27761,0.72330852263749,1,1.12796259791321,1.12796,0.736746229250957,0.73675,1.60742690900723,1.60743,0.362432488665704,0.36243,1.26183154444054,1.26183,0.534660858071142,0.53466,0.841496518037595,0.8415,1.05582522278158,1.05583,0.869492889903148,0.86949,1.07604719551535,1.07605
24,0.600586014842419,0.60059,1.66875808751628,0.43163,0.953698775423944,0.28182,0.789215873246854,1,1.07314563344435,1.07315,0.737404458513725,0.7374,1.54022679014662,1.54023,0.322834459985991,0.32283,1.23396761971817,1.23397,0.602692774906841,0.60269,0.875613484183218,0.87561,1.03837453104218,1.03837,0.940214639068398,0.94021,1.06919211093787,1.06919
25,0.552111657081135,0.55211,1.70717714344548,0.43729,1.04251204420841,0.28565,0.842788498059708,1,1.03620154176342,1.0362,0.739682110077103,0.73968,1.49141994357414,1.49142,0.293246702481211,0.29325,1.21304549817317,1.21305,0.659850594435158,0.65985,0.886792053706463,0.88679,1.01650151989184,1.0165,0.99865973174716,0.99866,1.06469791925628,1.0647
26,0.526100687574152,0.5261,1.72284541143062,0.43957,1.1083233209532,0.28842,0.875340757096963,1,1.02433331819281,1.02433,0.742373859456382,0.74237,1.4546111223194,1.45461,0.269010868580006,0.26901,1.19691484654815,1.19691,0.708218789588935,0.70822,0.893144572468614,0.89314,1.00196359925965,1.00196,1.04069765718008,1.0407,1.06480437994444,1.0648
27,0.509001161983905,0.509,1.72078478671873,0.43927,1.1515416782445,0.2902,0.888592181585831,1,1.0226576676525,1.02266,0.745421953294627,0.74542,1.42759222326966,1.42759,0.248641767154483,0.24864,1.18915883821375,1.18916,0.750913169996941,0.75091,0.900428840301187,0.90043,0.994755977653087,0.99476,1.0686701785258,1.06867,1.06658970150824,1.06659
28,0.498360621247772,0.49836,1.71169183033872,0.43794,1.17969381684976,0.29135,0.892644166094264,1,1.02197091548928,1.02197,0.749015722655773,0.74902,1.40933173935628,1.40933,0.231535272810131,0.23154,1.18982173803023,1.18982,0.789776105939341,0.78978,0.908863278540864,0.90886,0.991567809810299,0.99157,1.08725816117993,1.08726,1.06861370510039,1.06861
29,0.490453149489686,0.49045,1.70340914858308,0.43673,1.199584372077,0.29216,0.897578553225097,1,1.01986372566691,1.01986,0.753255625443869,0.75326,1.39877307803356,1.39877,0.217225475580437,0.21723,1.19565477352588,1.19565,0.825003175150534,0.825,0.917171477808616,0.91717,0.989877553789447,0.98988,1.10064533433607,1.10065,1.07002187071021,1.07002
30,0.485633818765539,0.48563,1.69339940866574,0.43527,1.21591293338604,0.29281,0.906596095825143,1,1.01651008822711,1.01651,0.758297942129206,0.7583,1.39646560156378,1.39647,0.205587042676033,0.20559,1.20598069233863,1.20598,0.856677619734082,0.85668,0.926409503096112,0.92641,0.989126962686594,0.98913,1.11154880316683,1.11155,1.0713369144808,1.07134
31,0.483391472917315,0.48339,1.68344970104481,0.4338,1.23119381489294,0.29343,0.918470949786387,1,1.01197816988451,1.01198,0.764374481170986,0.76437,1.40215632436355,1.40216,0.196497200852515,0.1965,1.22364720047897,1.22365,0.885827520877903,0.88583,0.934913295227981,0.93491,0.98877011057852,0.98877,1.12184231271502,1.12184,1.07132824422899,1.07133
32,0.482395651939722,0.4824,1.67778229723426,0.43297,1.24422504177804,0.29395,0.928966749158865,1,1.00649858303252,1.0065,0.771147638137568,0.77115,1.4133581037084,1.41336,0.189381132111726,0.18938,1.24381279532123,1.24381,0.911300181492511,0.9113,0.940176064594652,0.94018,0.987883076022581,0.98788,1.13136856449432,1.13137,1.06870841092792,1.06871
33,0.482433323614335,0.48243,1.67607976839798,0.43271,1.25326935194136,0.29431,0.9352107974285,1,1.00132863248706,1.00133,0.778137952269264,0.77814,1.42767193503656,1.42767,0.18364195299443,0.18364,1.261218140786,1.26122,0.931384687887029,0.93138,0.942355005080576,0.94236,0.986503962792464,0.9865,1.13890976867695,1.13891,1.06455919522723,1.06456
34,0.483605166042312,0.48361,1.67857691827595,0.43308,1.25824455907043,0.29451,0.937280741538727,1,0.997507998078963,0.99751,0.785012362171358,0.78501,1.4433420286635,1.44334,0.178846105697222,0.17885,1.27606591627892,1.27607,0.945667714171012,0.94567,0.942538625403375,0.94254,0.985189268517065,0.98519,1.14385969127074,1.14386,1.06017304822211,1.06017
35,0.485178894741706,0.48518,1.68457272456819,0.43397,1.25993818415213,0.29457,0.936790500052726,1,0.995147382003039,0.99515,0.791569100216328,0.79157,1.45909619253791,1.4591,0.174706690703907,0.17471,1.28949466766044,1.28949,0.95486497759922,0.95486,0.941625486500805,0.94163,0.984300256519776,0.9843,1.14643379090796,1.14643,1.0560207479126,1.05602
36,0.486499220846227,0.4865,1.69369246955358,0.43531,1.25932433067076,0.29455,0.935187960092196,1,0.99385352003775,0.99385,0.797699133517925,0.7977,1.47397575464428,1.47398,0.171034580689764,0.17103,1.30175925321693,1.30176,0.960169724879903,0.96017,0.940178980187615,0.94018,0.983876627738452,0.98388,1.14722689763062,1.14723,1.05217165631322,1.05217
37,0.48723585629644,0.48724,1.70555110737398,0.43704,1.25728072887518,0.29447,0.933142936724392,1,0.993229368557017,0.99323,0.803356179887453,0.80336,1.48723648021119,1.48724,0.167698862814795,0.1677,1.31270903828756,1.31271,0.962800505024073,0.9628,0.938543270501271,0.93854,0.983795172365957,0.9838,1.14682449024153,1.14682,1.04864769915693,1.04865
38,0.487075861830431,0.48708,1.71907225249971,0.43902,1.25441428554656,0.29435,0.930857039556831,1,0.993026242742083,0.99303,0.808529165672404,0.80853,1.49830614916716,1.49831,0.164600964271567,0.1646,1.32211491868646,1.32211,0.963744767182963,0.96374,0.936935041829454,0.93694,0.983909027354403,0.98391,1.14567177895617,1.14567,1.04549164412818,1.04549
39,0.486217068815465,0.48622,1.73309350538503,0.44105,1.25116391472974,0.29422,0.928451426668432,1,0.993115917704359,0.99312,0.813235070473292,0.81324,1.5067985032784,1.5068,0.161672917617297,0.16167,1.32979876188503,1.3298,0.963701909862318,0.9637,0.935523274496254,0.93552,0.984110346094827,0.98411,1.14407560606103,1.14408,1.04276218216232,1.04276
40,0.484821399361718,0.48482,1.74710491426476,0.44308,1.24788380029509,0.29409,0.926104389544378,1,0.99342115615833,0.99342,0.817510352161458,0.81751,1.51250026756228,1.5125,0.15886661311112,0.15887,1.3357035601087,1.3357,0.963189270373072,0.96319,0.934445869845449,0.93445,0.984336991295607,0.98434,1.14226678750799,1.14227,1.04051141813807,1.04051
41,0.482913637465648,0.48291,1.75955064212368,0.44487,1.24487000864913,0.29397,0.923996543468987,1,0.993873447807145,0.99387,0.821412253002181,0.82141,1.51537463707174,1.51537,0.156152027654537,0.15615,1.33990147849328,1.3399,0.96255984468507,0.96256,0.933797181428045,0.9338,0.984554281677698,0.98455,1.1404372137656,1.14044,1.03876569628208,1.03877
42,0.4809305872959,0.48093,1.77136215781894,0.44656,1.24235549885135,0.29387,0.92225978407579,1,0.99440235829346,0.9944,0.825006930970712,0.82501,1.51553396375042,1.51553,0.15351863193462,0.15352,1.34256166245938,1.34256,0.962077452574048,0.96208,0.933629317714026,0.93363,0.984741682273242,0.98474,1.13874768053156,1.13875,1.03751776359525,1.03752
43,0.47835184000245,0.47835,1.78247571737989,0.44815,1.24050366511817,0.2938,0.920959177740504,1,0.99494253827695,0.99494,0.82836514386719,0.82837,1.51321176530183,1.51321,0.150964521455828,0.15096,1.34392622737906,1.34393,0.961936023415921,0.96194,0.933945566499713,0.93395,0.984881472165536,0.98488,1.13732621615336,1.13733,1.03672760353073,1.03673
44,0.47532758660382,0.47533,1.79178459637439,0.44948,1.23940814114129,0.29375,0.92011363538021,1,0.995441144810496,0.99544,0.831558671675062,0.83156,1.50875032773353,1.50875,0.148501462846664,0.1485,1.34427390773607,1.34427,0.96218748050301,0.96219,0.934717330160507,0.93472,0.984961938817356,0.98496,1.13626017488946,1.13626,1.03633602494632,1.03634
45,0.472267093494818,0.47227,1.79901348540009,0.4505,1.23911011791779,0.29374,0.919714983632441,1,0.99585612342903,0.99586,0.834655546372311,0.83466,1.50253300362558,1.50253,0.146142969534088,0.14614,1.34391831335859,1.34392,0.962966329887797,0.96297,0.935899075819065,0.9359,0.984976997793784,0.98498,1.1356014827264,1.1356,1.03626791344888,1.03627
46,0.469309040904499,0.46931,1.80424904398165,0.45125,1.23959120136821,0.29376,0.919733894549521,1,0.996156964030445,0.99616,0.837713862043642,0.83771,1.49495350905629,1.49495,0.143907006855019,0.14391,1.34316111597615,1.34316,0.964362901615334,0.96436,0.937423372633872,0.93742,0.984924063209978,0.98492,1.13536815790548,1.13537,1.03644015133591,1.03644
47,0.466503988185634,0.4665,1.80772058903625,0.45174,1.24078759925954,0.29381,0.920113715511215,1,0.996327586966332,0.99633,0.840784330338753,0.84078,1.48639839282482,1.4864,0.14180976908683,0.14181,1.34227125814884,1.34227,0.966355354935676,0.96636,0.939207715527456,0.93921,0.984805797006215,0.98481,1.13554727594982,1.13555,1.03677112152542,1.03677
48,0.463874130783938,0.46387,1.80974538802286,0.45202,1.24259608949698,0.29388,0.920777761146143,1,0.996364487697935,0.99636,0.843900967246635,0.8439,1.47722427549704,1.47722,0.139868493733749,0.13987,1.34146362565288,1.34146,0.968871162075425,0.96887,0.941166807897163,0.94117,0.984628359672852,0.98463,1.13610112779746,1.1361,1.03718654330232,1.03719
49,0.461438194385621,0.46144,1.81063280092056,0.45215,1.24489505590626,0.29397,0.921640772065434,1,0.99627749267706,0.99628,0.847085920072307,0.84709,1.46774022177305,1.46774,0.138095044468637,0.1381,1.34089797439305,1.3409,0.971815707257467,0.97182,0.943222114834661,0.94322,0.984401790527508,0.9844,1.1369733019081,1.13697,1.03762330723754,1.03762
50,0.459210884161914,0.45921,1.81067137005723,0.45215,1.24755094572964,0.29408,0.922620854382413,1,0.996080482625837,0.99608,0.850350489620126,0.85035,1.45819786126453,1.4582,0.136497767106349,0.1365,1.34067423564479,1.34067,0.975084402135844,0.97508,0.945305274990044,0.94531,0.984137421830222,0.98414,1.13809613484396,1.1381,1.0380323930612,1.03803
